,Year,Month,AvgDryBulbTemp_Houston,AvgWetBulbTemp_Houston,AvgDewPointTemp_Houston,AvgHumidity_Houston,AvgSeaLevelPressure_Houston,AvgStationPressure_Houston,AvgWindspeed_Houston,Precipitation_Houston,DECADE
0,1948,1,,,,,,,,0.0,1940
1,1948,2,,,,,,,,0.0,1940
2,1948,3,,,,,,,,0.0,1940
3,1948,4,,,,,,,,0.0,1940
4,1948,5,,,,,,,,0.0,1940
5,1948,6,,,,,,,,0.0,1940
6,1948,7,301.5035217586361,298.14551368326653,296.7884028712423,77.38896366083445,29.96232839838488,29.90213997308212,7.775235531628533,0.0,1940
7,1948,8,301.470639187575,297.6071728062296,295.9614251532833,74.75908479138627,29.936989247311782,29.87685060565271,9.221774193548388,0.0,1940
8,1948,9,297.8336419753088,294.4416666666676,292.5018518518526,75.45833333333333,29.92709722222218,29.863791666666625,10.363888888888889,0.0,1940
9,1948,10,293.5782719377062,289.67646573699244,286.7603623839478,69.22911051212938,30.058286099864922,29.988947368420977,10.66576819407008,0.0,1940
10,1948,11,289.0772137227635,286.4346546128886,283.94508576727,74.8317107093185,29.988595271210013,29.916954102920723,11.374130737134909,0.0,1940
11,1948,12,288.3099099099103,285.78138138138183,283.1102102102111,74.50405405405405,30.092810810810807,30.0200135135135,10.5,0.0,1940
12,1949,1,284.2036140979696,282.6019115890088,280.66568100358404,81.4274193548387,30.149583333333382,30.073776881720377,12.547043010752688,0.01,1940
13,1949,2,288.0210317460321,286.5056547619048,285.136607142857,84.48511904761905,30.11072916666665,30.038377976190503,11.130952380952381,0.0,1940
14,1949,3,290.20570489844727,287.9573476702512,286.2063022700125,79.3736559139785,30.012822580645157,29.940766129032237,13.063172043010752,0.0,1940
15,1949,4,291.85138888888883,289.3606481481488,287.49259259259304,78.54444444444445,29.98169680111265,29.911627260083417,12.395833333333334,0.0,1940
16,1949,5,298.2702210274794,295.445400238949,294.0535244922352,79.30510752688173,29.970618279569898,29.90779569892466,11.400537634408602,0.0,1940
17,1949,6,300.872917632515,297.1617447071547,295.5082135682275,74.53824756606397,29.927329624478478,29.86675938803895,10.32962447844228,0.0,1940
18,1949,7,300.8456391875748,297.90209080047816,296.68643966547177,79.94086021505376,29.96267473118278,29.9026478494623,7.94758064516129,0.0,1940
19,1949,8,300.3819295101558,297.1494026284354,295.73437873357244,77.74059139784946,29.967338709677396,29.906841397849416,8.736559139784946,0.0,1940
20,1949,9,299.24182098765476,296.2086419753086,294.69089506172907,77.68055555555556,29.95801388888886,29.89677777777772,8.205555555555556,0.0,1940
21,1949,10,295.19749103942735,293.2694743130229,292.12774790919997,84.0725806451613,29.98405913978499,29.91727150537628,9.618279569892474,0.0,1940
22,1949,11,289.9555555555555,286.29737654321013,283.0535493827162,67.95833333333333,30.11570833333336,30.044402777777815,6.913888888888889,0.0,1940
23,1949,12,287.50483870967776,285.91506654703215,284.3977598566308,83.31317204301075,30.163750000000043,30.090928667563922,9.400537634408602,0.0,1940
24,1950,1,290.17807646356056,288.8280167264044,287.87744922341676,87.20564516129032,30.12008064516127,30.04794354838706,9.990591397849462,0.0,1950
25,1950,2,289.2115079365088,287.18769841269904,285.46812169312204,80.60267857142857,30.122202380952395,30.050267857142806,8.645833333333334,0.0,1950
26,1950,3,289.2304958183997,285.7493130227007,282.3876045400243,68.36424731182795,30.042513440860215,29.970403225806464,11.696236559139784,0.0,1950
27,1950,4,292.66311728395067,290.0319444444448,288.09367283950627,77.03888888888889,30.01855354659245,29.948428372739915,11.188888888888888,0.0,1950
28,1950,5,298.2388590203112,295.32443249701305,293.90418160095646,78.49193548387096,29.91323014804847,29.85114401076717,9.844086021505376,0.0,1950
29,1950,6,299.589043209877,296.6291666666661,295.28425925926007,78.83194444444445,29.97172222222219,29.910624999999957,9.001388888888888,0.0,1950
30,1950,7,300.4879629629632,297.48766427717976,296.18539426523364,78.8252688172043,29.99065860215051,29.930430107526824,9.36021505376344,0.0,1950
31,1950,8,300.5536738351255,296.72526881720415,294.9555555555566,73.88037634408602,29.960094086021513,29.899919354838715,8.518817204301076,0.0,1950
