,Year,Month,MaxDryBulbTemp_Houston,MaxWetBulbTemp_Houston,MaxDewPointTemp_Houston,MaxHumidity_Houston,MaxSeaLevelPressure_Houston,MaxStationPressure_Houston,MaxWindspeed_Houston,DECADE
0,1948,1,,,,,,,,1940
1,1948,2,,,,,,,,1940
2,1948,3,,,,,,,,1940
3,1948,4,,,,,,,,1940
4,1948,5,,,,,,,,1940
5,1948,6,,,,,,,,1940
6,1948,7,310.92777777777775,301.4833333333333,299.81666666666666,100.0,30.12,30.06,23.0,1940
7,1948,8,311.4833333333333,300.92777777777775,298.7055555555555,100.0,30.08,30.02,40.0,1940
8,1948,9,308.7055555555555,299.81666666666666,298.7055555555555,100.0,30.13,30.07,26.0,1940
9,1948,10,305.3722222222222,298.7055555555555,296.4833333333333,100.0,30.46,30.38,25.0,1940
10,1948,11,302.59444444444443,297.59444444444443,296.4833333333333,100.0,30.38,30.3,35.0,1940
11,1948,12,300.92777777777775,296.4833333333333,295.3722222222222,100.0,30.58,30.5,26.0,1940
12,1949,1,299.81666666666666,295.3722222222222,294.81666666666666,100.0,30.56,30.48,30.0,1940
13,1949,2,299.81666666666666,295.92777777777775,294.81666666666666,100.0,30.43,30.35,35.0,1940
14,1949,3,302.59444444444443,295.92777777777775,295.3722222222222,100.0,30.39,30.31,35.0,1940
15,1949,4,303.7055555555555,297.59444444444443,295.92777777777775,100.0,30.29,30.21,35.0,1940
16,1949,5,308.7055555555555,300.3722222222222,299.26111111111106,100.0,30.19,30.13,30.0,1940
17,1949,6,308.7055555555555,300.3722222222222,299.26111111111106,100.0,30.11,30.05,26.0,1940
18,1949,7,310.92777777777775,300.92777777777775,299.81666666666666,100.0,30.12,30.06,26.0,1940
19,1949,8,309.26111111111106,301.4833333333333,300.3722222222222,100.0,30.14,30.08,32.0,1940
20,1949,9,308.7055555555555,301.4833333333333,300.3722222222222,100.0,30.17,30.1,23.0,1940
21,1949,10,305.3722222222222,299.81666666666666,299.26111111111106,100.0,30.33,30.25,90.0,1940
22,1949,11,302.59444444444443,295.92777777777775,294.26111111111106,100.0,30.49,30.41,25.0,1940
23,1949,12,299.81666666666666,297.0388888888889,295.92777777777775,100.0,30.52,30.44,25.0,1940
24,1950,1,300.3722222222222,296.4833333333333,294.81666666666666,100.0,30.6,30.52,26.0,1950
25,1950,2,300.92777777777775,295.3722222222222,294.26111111111106,100.0,30.45,30.37,35.0,1950
26,1950,3,301.4833333333333,296.4833333333333,294.26111111111106,100.0,30.54,30.47,35.0,1950
27,1950,4,302.59444444444443,297.0388888888889,295.92777777777775,100.0,30.51,30.43,26.0,1950
28,1950,5,304.81666666666666,298.7055555555555,297.59444444444443,100.0,30.13,30.06,45.0,1950
29,1950,6,307.59444444444443,300.3722222222222,298.7055555555555,100.0,30.1,30.04,24.0,1950
30,1950,7,308.15,299.81666666666666,298.15,100.0,30.12,30.05,28.0,1950
31,1950,8,308.7055555555555,299.26111111111106,298.15,100.0,30.15,30.09,22.0,1950
32,1950,9,307.59444444444443,299.26111111111106,298.15,100.0,30.18,30.12,22.0,1950
33,1950,10,305.3722222222222,297.0388888888889,295.92777777777775,100.0,30.19,30.12,22.0,1950
34,1950,11,303.7055555555555,296.4833333333333,294.81666666666666,100.0,30.48,30.4,30.0,1950
35,1950,12,300.3722222222222,294.81666666666666,293.7055555555555,100.0,30.38,30.3,38.0,1950
36,1951,1,300.3722222222222,294.81666666666666,294.26111111111106,100.0,30.53,30.45,35.0,1950
37,1951,2,299.81666666666666,293.7055555555555,292.59444444444443,100.0,30.84,30.75,36.0,1950
38,1951,3,302.59444444444443,294.81666666666666,293.7055555555555,100.0,30.33,30.25,36.0,1950
39,1951,4,303.15,298.15,295.92777777777775,100.0,30.26,30.19,40.0,1950
40,1951,5,306.4833333333333,298.7055555555555,296.4833333333333,100.0,30.18,30.12,32.0,1950
41,1951,6,308.15,300.92777777777775,298.15,100.0,30.1,30.03,30.0,1950
42,1951,7,310.3722222222222,300.92777777777775,298.7055555555555,97.0,30.12,30.06,26.0,1950
43,1951,8,310.92777777777775,300.92777777777775,299.26111111111106,100.0,30.1,30.04,30.0,1950
44,1951,9,308.7055555555555,299.81666666666666,298.7055555555555,100.0,30.16,30.09,30.0,1950
45,1951,10,305.3722222222222,299.26111111111106,297.59444444444443,100.0,30.35,30.28,30.0,1950
46,1951,11,302.59444444444443,296.4833333333333,294.26111111111106,100.0,30.62,30.54,35.0,1950
47,1951,12,300.3722222222222,295.92777777777775,295.3722222222222,100.0,30.64,30.56,30.0,1950
48,1952,1,299.81666666666666,295.3722222222222,294.26111111111106,100.0,30.68,30.6,30.0,1950
49,1952,2,299.81666666666666,293.7055555555555,292.59444444444443,100.0,30.43,30.35,30.0,1950
50,1952,3,300.3722222222222,295.3722222222222,294.26111111111106,100.0,30.29,30.21,30.0,1950
51,1952,4,302.0388888888889,295.92777777777775,294.81666666666666,100.0,30.34,30.26,30.0,1950
52,1952,5,305.3722222222222,297.59444444444443,297.0388888888889,100.0,30.21,30.14,28.0,1950
53,1952,6,308.15,299.26111111111106,297.59444444444443,100.0,30.12,30.06,24.0,1950
54,1952,7,308.15,299.81666666666666,298.7055555555555,100.0,30.2,30.14,24.0,1950
55,1952,8,309.81666666666666,299.81666666666666,298.7055555555555,97.0,30.11,30.05,25.0,1950
56,1952,9,308.15,299.81666666666666,298.15,100.0,30.17,30.1,30.0,1950
57,1952,10,307.59444444444443,295.3722222222222,292.59444444444443,100.0,30.45,30.38,25.0,1950
58,1952,11,302.0388888888889,296.4833333333333,294.81666666666666,100.0,30.46,30.38,38.0,1950
59,1952,12,299.26111111111106,294.26111111111106,293.7055555555555,100.0,30.46,30.38,32.0,1950
60,1953,1,298.15,293.15,292.59444444444443,100.0,30.37,30.3,45.0,1950
61,1953,2,298.15,293.15,293.15,100.0,30.63,30.55,35.0,1950
62,1953,3,302.0388888888889,296.4833333333333,294.81666666666666,100.0,30.34,30.26,28.0,1950
63,1953,4,305.92777777777775,297.0388888888889,295.3722222222222,100.0,30.4,30.33,38.0,1950
64,1953,5,305.3722222222222,298.7055555555555,298.15,100.0,30.22,30.15,33.0,1950
65,1953,6,309.81666666666666,299.81666666666666,298.15,100.0,30.16,30.1,30.0,1950
66,1953,7,308.7055555555555,299.81666666666666,298.7055555555555,97.0,30.15,30.09,26.0,1950
67,1953,8,310.92777777777775,300.92777777777775,299.26111111111106,100.0,30.13,30.07,25.0,1950
68,1953,9,309.26111111111106,299.81666666666666,298.7055555555555,100.0,30.26,30.19,22.0,1950
69,1953,10,305.3722222222222,298.15,297.0388888888889,100.0,30.22,30.15,40.0,1950
70,1953,11,299.26111111111106,295.3722222222222,294.81666666666666,100.0,30.52,30.44,28.0,1950
71,1953,12,300.3722222222222,295.92777777777775,295.3722222222222,100.0,30.57,30.49,35.0,1950
72,1954,1,297.59444444444443,295.3722222222222,294.81666666666666,100.0,30.49,30.41,28.0,1950
73,1954,2,303.15,293.7055555555555,293.15,100.0,30.49,30.41,35.0,1950
74,1954,3,301.4833333333333,296.4833333333333,294.26111111111106,100.0,30.57,30.49,35.0,1950
75,1954,4,303.7055555555555,297.0388888888889,296.4833333333333,100.0,30.3,30.23,35.0,1950
76,1954,5,305.3722222222222,298.15,297.0388888888889,100.0,30.18,30.1,26.0,1950
77,1954,6,308.7055555555555,299.26111111111106,297.0388888888889,100.0,30.1,30.03,26.0,1950
78,1954,7,312.59444444444443,300.3722222222222,298.15,100.0,30.14,30.08,28.0,1950
79,1954,8,310.92777777777775,299.81666666666666,298.7055555555555,97.0,30.14,30.08,25.0,1950
80,1954,9,309.26111111111106,299.26111111111106,298.7055555555555,100.0,30.11,30.05,26.0,1950
81,1954,10,306.4833333333333,299.26111111111106,298.15,100.0,30.3,30.22,29.0,1950
82,1954,11,299.81666666666666,293.7055555555555,292.59444444444443,100.0,30.42,30.34,29.0,1950
83,1954,12,300.92777777777775,294.26111111111106,293.7055555555555,100.0,30.34,30.27,35.0,1950
84,1955,1,298.7055555555555,294.26111111111106,293.15,100.0,30.49,30.41,33.0,1950
85,1955,2,298.7055555555555,293.7055555555555,291.4833333333333,100.0,30.74,30.66,41.0,1950
86,1955,3,303.15,296.4833333333333,294.26111111111106,100.0,30.58,30.5,40.0,1950
87,1955,4,304.81666666666666,296.4833333333333,294.81666666666666,100.0,30.2,30.13,29.0,1950
88,1955,5,308.15,299.81666666666666,297.59444444444443,100.0,30.23,30.16,35.0,1950
89,1955,6,307.59444444444443,299.26111111111106,297.59444444444443,100.0,30.09,30.03,25.0,1950
90,1955,7,309.26111111111106,299.81666666666666,298.7055555555555,96.0,30.13,30.07,28.0,1950
91,1955,8,308.7055555555555,299.81666666666666,298.15,100.0,30.11,30.05,40.0,1950
92,1955,9,305.92777777777775,300.3722222222222,299.26111111111106,100.0,30.13,30.07,28.0,1950
93,1955,10,305.92777777777775,298.7055555555555,297.0388888888889,97.0,30.35,30.28,32.0,1950
94,1955,11,303.7055555555555,297.0388888888889,295.92777777777775,100.0,30.53,30.45,39.0,1950
95,1955,12,300.3722222222222,295.92777777777775,294.26111111111106,100.0,30.52,30.44,29.0,1950
96,1956,1,299.81666666666666,294.26111111111106,293.7055555555555,100.0,30.41,30.33,28.0,1950
97,1956,2,300.3722222222222,296.4833333333333,294.26111111111106,100.0,30.4,30.33,29.0,1950
98,1956,3,302.59444444444443,295.3722222222222,294.26111111111106,100.0,30.47,30.39,32.0,1950
99,1956,4,302.59444444444443,296.4833333333333,295.92777777777775,100.0,30.31,30.24,37.0,1950
100,1956,5,305.92777777777775,297.59444444444443,297.0388888888889,100.0,30.26,30.19,33.0,1950
101,1956,6,308.7055555555555,299.81666666666666,297.59444444444443,100.0,30.14,30.08,25.0,1950
102,1956,7,310.3722222222222,299.81666666666666,298.15,100.0,30.18,30.12,26.0,1950
103,1956,8,309.26111111111106,299.81666666666666,298.7055555555555,97.0,30.14,30.08,26.0,1950
104,1956,9,309.81666666666666,298.7055555555555,298.15,100.0,30.18,30.12,36.0,1950
105,1956,10,307.59444444444443,298.15,295.92777777777775,100.0,30.24,30.17,52.0,1950
106,1956,11,302.59444444444443,296.4833333333333,295.3722222222222,100.0,30.59,30.51,32.0,1950
107,1956,12,299.81666666666666,294.81666666666666,294.26111111111106,100.0,30.58,30.5,26.0,1950
108,1957,1,300.3722222222222,295.3722222222222,294.26111111111106,100.0,30.74,30.66,32.0,1950
109,1957,2,302.59444444444443,294.81666666666666,293.7055555555555,100.0,30.24,30.17,26.0,1950
110,1957,3,302.0388888888889,295.92777777777775,295.3722222222222,100.0,30.32,30.25,35.0,1950
111,1957,4,300.92777777777775,296.4833333333333,295.92777777777775,100.0,30.36,30.28,46.0,1950
112,1957,5,304.81666666666666,299.81666666666666,298.15,100.0,30.31,30.24,32.0,1950
113,1957,6,306.4833333333333,300.3722222222222,298.7055555555555,100.0,30.1,30.04,32.0,1950
114,1957,7,310.3722222222222,300.92777777777775,299.81666666666666,100.0,30.16,30.1,25.0,1950
115,1957,8,309.81666666666666,302.0388888888889,299.81666666666666,100.0,30.18,30.12,24.0,1950
116,1957,9,308.15,299.81666666666666,299.26111111111106,100.0,30.15,30.08,30.0,1950
117,1957,10,303.7055555555555,298.15,297.0388888888889,100.0,30.6,30.52,37.0,1950
118,1957,11,302.0388888888889,297.59444444444443,296.4833333333333,100.0,30.62,30.54,45.0,1950
119,1957,12,297.0388888888889,293.7055555555555,293.15,100.0,30.56,30.48,36.0,1950
120,1958,1,295.92777777777775,290.92777777777775,290.92777777777775,100.0,30.46,30.38,32.0,1950
121,1958,2,297.0388888888889,292.59444444444443,292.0388888888889,100.0,30.39,30.31,32.0,1950
122,1958,3,299.26111111111106,294.26111111111106,293.15,100.0,30.37,30.29,36.0,1950
123,1958,4,304.26111111111106,298.15,297.0388888888889,100.0,30.26,30.19,36.0,1950
124,1958,5,308.7055555555555,298.15,297.0388888888889,100.0,30.14,30.07,32.0,1950
125,1958,6,309.26111111111106,300.3722222222222,299.26111111111106,97.0,30.16,30.1,32.0,1950
126,1958,7,309.81666666666666,300.3722222222222,299.26111111111106,100.0,30.13,30.07,29.0,1950
127,1958,8,310.92777777777775,300.3722222222222,299.81666666666666,100.0,30.08,30.02,26.0,1950
128,1958,9,305.3722222222222,300.3722222222222,299.81666666666666,100.0,30.11,30.04,32.0,1950
129,1958,10,304.81666666666666,299.81666666666666,298.7055555555555,100.0,30.27,30.2,25.0,1950
130,1958,11,302.0388888888889,298.7055555555555,298.15,100.0,30.57,30.49,38.0,1950
131,1958,12,298.7055555555555,292.59444444444443,292.0388888888889,100.0,30.71,30.63,28.0,1950
132,1959,1,297.59444444444443,293.7055555555555,293.15,100.0,30.6,30.52,32.0,1950
133,1959,2,299.26111111111106,294.81666666666666,294.26111111111106,100.0,30.5,30.42,31.0,1950
134,1959,3,300.92777777777775,294.81666666666666,293.7055555555555,100.0,30.44,30.36,40.0,1950
135,1959,4,303.7055555555555,295.92777777777775,294.81666666666666,100.0,30.46,30.39,31.0,1950
136,1959,5,307.0388888888889,299.26111111111106,297.59444444444443,100.0,30.25,30.18,37.0,1950
137,1959,6,308.7055555555555,300.3722222222222,298.7055555555555,100.0,30.09,30.03,35.0,1950
138,1959,7,308.15,299.81666666666666,298.7055555555555,100.0,30.17,30.11,55.0,1950
139,1959,8,308.7055555555555,300.3722222222222,299.26111111111106,100.0,30.07,30.01,29.0,1950
140,1959,9,308.15,300.3722222222222,299.26111111111106,100.0,30.18,30.12,26.0,1950
141,1959,10,305.3722222222222,299.26111111111106,298.15,100.0,30.17,30.11,35.0,1950
142,1959,11,302.0388888888889,297.0388888888889,296.4833333333333,100.0,30.69,30.61,32.0,1950
143,1959,12,295.92777777777775,293.15,292.59444444444443,100.0,30.42,30.34,35.0,1950
144,1960,1,297.59444444444443,294.81666666666666,294.26111111111106,100.0,30.64,30.56,31.0,1960
145,1960,2,296.4833333333333,292.59444444444443,290.92777777777775,100.0,30.41,30.33,37.0,1960
146,1960,3,300.3722222222222,293.7055555555555,292.59444444444443,100.0,30.47,30.39,30.0,1960
147,1960,4,302.59444444444443,295.92777777777775,294.81666666666666,100.0,30.31,30.24,37.0,1960
148,1960,5,305.92777777777775,298.15,297.0388888888889,100.0,30.19,30.12,29.0,1960
149,1960,6,309.81666666666666,299.26111111111106,298.7055555555555,100.0,30.09,30.03,26.0,1960
150,1960,7,309.81666666666666,300.3722222222222,299.26111111111106,100.0,30.15,30.09,26.0,1960
151,1960,8,308.7055555555555,300.92777777777775,300.3722222222222,100.0,30.16,30.1,21.0,1960
152,1960,9,307.0388888888889,299.81666666666666,299.81666666666666,100.0,30.11,30.05,18.0,1960
153,1960,10,304.81666666666666,299.26111111111106,298.15,100.0,30.28,30.21,23.0,1960
154,1960,11,302.0388888888889,298.15,297.0388888888889,100.0,30.52,30.44,24.0,1960
